time_s,temperature_c,moisture_kg_kg
0,28,0.019630000000000002
1,28.008800000000001,0.019636500000000001
2,28.017600000000002,0.019643000000000001
3,28.026399999999999,0.0196495
4,28.0352,0.019656
5,28.044,0.019662500000000003
6,28.052800000000001,0.019669000000000002
7,28.061599999999999,0.019675500000000002
8,28.070399999999999,0.019682000000000002
9,28.0792,0.019688500000000001
10,28.088000000000001,0.019695000000000001
11,28.096799999999998,0.0197015
12,28.105599999999999,0.019708
13,28.1144,0.019714500000000003
14,28.123200000000001,0.019721000000000002
15,28.131999999999998,0.019727500000000002
16,28.140799999999999,0.019734000000000002
17,28.1496,0.019740500000000001
18,28.1584,0.019747000000000001
19,28.167200000000001,0.0197535
20,28.175999999999998,0.01976
21,28.184799999999999,0.019766499999999999
22,28.1936,0.019773000000000002
23,28.202400000000001,0.019779500000000002
24,28.211199999999998,0.019786000000000002
25,28.219999999999999,0.019792500000000001
26,28.2288,0.019799000000000001
27,28.2376,0.0198055
28,28.246399999999998,0.019812
29,28.255199999999999,0.019818499999999999
30,28.263999999999999,0.019825000000000002
31,28.2728,0.019831500000000002
32,28.281600000000001,0.019838000000000001
33,28.290399999999998,0.019844500000000001
34,28.299199999999999,0.019851000000000001
35,28.308,0.0198575
36,28.316800000000001,0.019864
37,28.325599999999998,0.019870499999999999
38,28.334399999999999,0.019876999999999999
39,28.3432,0.019883500000000002
40,28.352,0.019890000000000001
41,28.360799999999998,0.019896500000000001
42,28.369599999999998,0.019903000000000001
43,28.378399999999999,0.0199095
44,28.3872,0.019916
45,28.396000000000001,0.019922499999999999
46,28.404799999999998,0.019928999999999999
47,28.413599999999999,0.019935499999999998
48,28.4224,0.019942000000000001
49,28.4312,0.019948500000000001
50,28.439999999999998,0.019955000000000001
51,28.448799999999999,0.0199615
52,28.457599999999999,0.019968
53,28.4664,0.019974499999999999
54,28.475199999999997,0.019980999999999999
55,28.483999999999998,0.019987499999999998
56,28.492799999999999,0.019994000000000001
57,28.5016,0.020000500000000001
58,28.510399999999997,0.020007
59,28.519199999999998,0.0200135
60,28.527999999999999,0.02002
61,28.539066666666667,0.020028500000000001
62,28.550133333333331,0.020036999999999999
63,28.561199999999999,0.020045500000000001
64,28.572266666666664,0.020053999999999999
65,28.583333333333332,0.0200625
66,28.5944,0.020070999999999999
67,28.605466666666665,0.0200795
68,28.616533333333333,0.020087999999999998
69,28.627599999999997,0.0200965
70,28.638666666666666,0.020104999999999998
71,28.649733333333334,0.020113499999999999
72,28.660799999999998,0.020122000000000001
73,28.671866666666666,0.020130499999999999
74,28.682933333333331,0.020139000000000001
75,28.693999999999999,0.020147499999999999
76,28.705066666666667,0.020156
77,28.716133333333332,0.020164499999999998
78,28.7272,0.020173
79,28.738266666666664,0.020181499999999998
80,28.749333333333333,0.02019
81,28.760400000000001,0.020198500000000001
82,28.771466666666665,0.020206999999999999
83,28.782533333333333,0.020215500000000001
84,28.793599999999998,0.020223999999999999
85,28.804666666666666,0.0202325
86,28.815733333333334,0.020240999999999999
87,28.826799999999999,0.0202495
88,28.837866666666667,0.020257999999999998
89,28.848933333333331,0.0202665
90,28.859999999999999,0.020275000000000001
91,28.871066666666668,0.020283499999999999
92,28.882133333333332,0.020292000000000001
93,28.8932,0.020300499999999999
94,28.904266666666665,0.020309000000000001
95,28.915333333333333,0.020317499999999999
96,28.926400000000001,0.020326
97,28.937466666666666,0.020334499999999998
98,28.948533333333334,0.020343
99,28.959599999999998,0.020351499999999998
100,28.970666666666666,0.02036
101,28.981733333333334,0.020368500000000001
102,28.992799999999999,0.020376999999999999
103,29.003866666666667,0.020385500000000001
104,29.014933333333332,0.020393999999999999
105,29.026,0.0204025
106,29.037066666666668,0.020410999999999999
107,29.048133333333332,0.0204195
108,29.059200000000001,0.020427999999999998
109,29.070266666666665,0.0204365
110,29.081333333333333,0.020444999999999998
111,29.092400000000001,0.020453499999999999
112,29.103466666666666,0.020462000000000001
113,29.114533333333334,0.020470499999999999
114,29.125599999999999,0.020479000000000001
115,29.136666666666667,0.020487499999999999
116,29.147733333333335,0.020496
117,29.158799999999999,0.020504499999999998
118,29.169866666666667,0.020513
119,29.180933333333332,0.020521499999999998
120,29.192,0.02053
121,29.200199999999999,0.020537833333333332
122,29.208400000000001,0.020545666666666667
123,29.2166,0.020553499999999999
124,29.224800000000002,0.020561333333333334
125,29.233000000000001,0.020569166666666666
126,29.241199999999999,0.020576999999999998
127,29.249400000000001,0.020584833333333333
128,29.2576,0.020592666666666665
129,29.265799999999999,0.020600500000000001
130,29.274000000000001,0.020608333333333333
131,29.2822,0.020616166666666668
132,29.290400000000002,0.020624
133,29.2986,0.020631833333333332
134,29.306799999999999,0.020639666666666667
135,29.315000000000001,0.020647499999999999
136,29.3232,0.020655333333333335
137,29.331400000000002,0.020663166666666666
138,29.339600000000001,0.020671000000000002
139,29.347799999999999,0.020678833333333334
140,29.356000000000002,0.020686666666666666
141,29.3642,0.020694500000000001
142,29.372399999999999,0.020702333333333333
143,29.380600000000001,0.020710166666666668
144,29.3888,0.020718
145,29.397000000000002,0.020725833333333332
146,29.405200000000001,0.020733666666666668
147,29.413399999999999,0.0207415
148,29.421600000000002,0.020749333333333335
149,29.4298,0.020757166666666667
150,29.438000000000002,0.020764999999999999
151,29.446200000000001,0.020772833333333334
152,29.4544,0.020780666666666666
153,29.462600000000002,0.020788500000000001
154,29.470800000000001,0.020796333333333333
155,29.478999999999999,0.020804166666666669
156,29.487200000000001,0.020812000000000001
157,29.4954,0.020819833333333333
158,29.503600000000002,0.020827666666666668
159,29.511800000000001,0.0208355
160,29.52,0.020843333333333335
161,29.528200000000002,0.020851166666666667
162,29.5364,0.020859000000000003
163,29.544599999999999,0.020866833333333334
164,29.552800000000001,0.020874666666666666
165,29.561,0.020882500000000002
166,29.569200000000002,0.020890333333333334
167,29.577400000000001,0.020898166666666669
168,29.585599999999999,0.020906000000000001
